Year,Scenario,Africa,Asia-Pacific Developed,Eastern Asia,Europe,Eurasia,Latin America and Caribbean,Middle East,North America,Southern Asia,South-East Asia and Developing Pacific,Global
2036,ssp370-lowNTCFCH4,-2.929149017,-2.725768852,-1.474996567,-4.278110199,-2.923139267,-2.426345291,-4.329993668,-4.25760994,0.368010559,-0.686020927,-3.096194574
2037,ssp370-lowNTCFCH4,-3.031244049,-2.720482826,-1.771235275,-4.518201141,-3.083615189,-2.515022888,-4.250268784,-4.56703949,0.422710266,-1.765691643,-3.270756755
2038,ssp370-lowNTCFCH4,-3.244742737,-3.029018021,-1.911450577,-4.806701736,-2.991861038,-2.730048218,-4.15713295,-4.586857986,0.377210083,-1.760710411,-3.453632087
2039,ssp370-lowNTCFCH4,-3.519654236,-2.985115623,-1.878920364,-5.032908707,-3.462394791,-3.067074051,-4.840019455,-4.806783676,0.027234497,-1.534234123,-3.625268834
2040,ssp370-lowNTCFCH4,-3.760124741,-2.999739647,-2.358363724,-5.49105957,-3.867907791,-3.232556763,-5.262357559,-5.098298645,-0.265008698,-1.950301247,-3.886241082
2041,ssp370-lowNTCFCH4,-4.021513519,-3.270121765,-2.533066177,-5.50406044,-3.868140488,-3.366846313,-5.83144249,-5.193461609,-0.859990082,-1.918515282,-4.080087107
2042,ssp370-lowNTCFCH4,-4.398570404,-3.487892342,-2.913823318,-5.787015991,-4.232630234,-3.760820618,-6.529128494,-5.460837173,-0.922741089,-2.86423214,-4.357784237
2043,ssp370-lowNTCFCH4,-4.450028763,-3.815424728,-3.123421097,-6.111876755,-4.359354858,-3.705715027,-6.569143143,-5.871832275,-1.643002472,-3.443510704,-4.654726603
2044,ssp370-lowNTCFCH4,-4.616947708,-3.914291763,-3.080009842,-6.258427887,-4.40736969,-3.742921677,-6.865819778,-6.02242775,-1.52561203,-3.683141594,-4.67442737
2045,ssp370-lowNTCFCH4,-4.627346954,-4.127186966,-3.261589432,-6.364860992,-4.483230667,-3.890694656,-6.668946304,-6.125063705,-1.520411835,-3.828182487,-4.841245035
2046,ssp370-lowNTCFCH4,-5.268492279,-4.195783997,-3.935080338,-7.030139236,-5.186567001,-4.289776459,-7.917822495,-6.689623642,-2.247569427,-3.29926136,-5.249084254
2047,ssp370-lowNTCFCH4,-5.438979874,-4.073105431,-4.056402206,-6.812097626,-5.02364357,-4.362078323,-8.087748184,-6.511421585,-2.918010864,-4.243273048,-5.274995802
2048,ssp370-lowNTCFCH4,-5.46245285,-4.277936172,-4.185624313,-7.11332634,-5.178916245,-4.438138618,-8.180850449,-6.828152084,-2.957476959,-4.787977486,-5.486745252
2049,ssp370-lowNTCFCH4,-5.780586777,-4.602685738,-4.452978897,-7.686828308,-5.622713928,-4.679721107,-8.731559982,-7.103544998,-3.372503052,-4.521248512,-5.738906747
2050,ssp370-lowNTCFCH4,-6.254894028,-4.642877007,-4.688810349,-7.551515274,-5.591418152,-5.036751976,-9.566514053,-7.219927979,-3.897296295,-4.801574974,-5.960032646
2051,ssp370-lowNTCFCH4,-6.360516129,-4.93956337,-4.784626389,-7.771466522,-5.71263855,-5.255991402,-9.714672318,-7.299598312,-3.811691437,-5.117619591,-6.177413749
2052,ssp370-lowNTCFCH4,-6.400015793,-4.849241066,-4.854676437,-7.675207977,-5.806417542,-5.148236122,-9.616929092,-7.364260483,-3.702378998,-4.996710472,-6.136743806
2053,ssp370-lowNTCFCH4,-6.600691376,-4.812605667,-5.10254097,-8.124506454,-6.112323074,-5.237488976,-10.10287956,-7.52538147,-3.838749847,-5.060787849,-6.307990508
2054,ssp370-lowNTCFCH4,-6.62037941,-5.096936226,-5.25569191,-8.261146622,-6.038660889,-5.35554985,-10.08694901,-7.451082993,-3.460914764,-5.426061516,-6.410550981
2055,ssp370-lowNTCFCH4,-6.47974411,-4.891974068,-5.263744736,-8.131430893,-6.093359833,-5.123529282,-9.986006393,-7.672756958,-3.669619904,-5.520019035,-6.36209275
2056,ssp370-lowNTCFCH4,-6.403954468,-5.023331833,-5.355584335,-8.187024765,-6.287063293,-5.200840034,-9.79566597,-7.800384903,-3.824759827,-5.793279533,-6.369423335
2057,ssp370-lowNTCFCH4,-6.701452026,-4.929600906,-5.424197006,-8.254212265,-6.257356339,-5.248215523,-10.44256844,-7.697091293,-4.223550568,-5.388620644,-6.414545657
2058,ssp370-lowNTCFCH4,-6.920214233,-5.082721901,-5.587288284,-8.273104935,-6.327061157,-5.303541412,-10.51756882,-7.808703995,-3.671550903,-5.240429955,-6.554780492
2059,ssp370-lowNTCFCH4,-6.619973526,-5.151496124,-5.671714401,-8.148331528,-6.260929184,-5.220701828,-9.942445602,-8.036885071,-3.567749939,-6.208476143,-6.589420978
2060,ssp370-lowNTCFCH4,-6.59633728,-5.337882614,-5.822929001,-8.364321213,-6.58270462,-5.277962723,-10.09816231,-8.188703918,-3.711501465,-5.580514412,-6.594040535
2061,ssp370-lowNTCFCH4,-7.107411346,-5.15682869,-5.895029831,-8.578547745,-6.460115891,-5.572821655,-11.03908371,-8.286451721,-4.239542542,-5.500018959,-6.803652303
2062,ssp370-lowNTCFCH4,-7.222680054,-5.308428383,-6.037031174,-8.57867363,-6.47729538,-5.727818146,-11.09965958,-8.124908829,-3.532397614,-5.59997776,-6.930254261
2063,ssp370-lowNTCFCH4,-7.027266083,-5.24027977,-6.079266739,-8.796910172,-6.627626495,-5.644308319,-10.87270302,-8.325653458,-3.6047258,-5.862147408,-6.886265215
2064,ssp370-lowNTCFCH4,-7.125435791,-5.452186966,-6.118829727,-8.746304016,-6.807804947,-5.65498661,-10.80985817,-8.472793579,-3.626925812,-5.999720268,-7.029350295
2065,ssp370-lowNTCFCH4,-7.192893372,-5.225474358,-6.302800369,-8.824342804,-6.694648056,-5.702504768,-11.07128014,-8.304377365,-3.508291016,-5.692602043,-6.922422796
2066,ssp370-lowNTCFCH4,-7.08328186,-5.283678818,-6.315843582,-8.700114899,-6.884001236,-5.646084251,-11.1363932,-8.519864655,-3.481349335,-5.794062309,-7.038793847
2067,ssp370-lowNTCFCH4,-7.313975296,-5.318972206,-6.485832596,-9.039690475,-6.843035583,-5.736425056,-11.36055588,-8.670214081,-3.910549316,-6.066149406,-7.095079871
2068,ssp370-lowNTCFCH4,-7.294351349,-5.573764992,-6.493434525,-8.908355026,-6.844207458,-5.841285934,-11.16850037,-8.495818329,-3.479891357,-6.125989037,-7.127903334
2069,ssp370-lowNTCFCH4,-7.31584259,-5.493226433,-6.587448502,-9.088666229,-6.814002304,-5.849328461,-11.06463493,-8.573898315,-3.215619812,-5.899174767,-7.200102982
2070,ssp370-lowNTCFCH4,-7.53641983,-5.463778877,-6.478622055,-8.899900131,-6.855970459,-5.919302025,-11.45106682,-8.680454636,-3.238966522,-6.04179142,-7.223860039
2071,ssp370-lowNTCFCH4,-7.514335785,-5.533866882,-6.710905075,-9.129933243,-6.952597122,-6.030678787,-11.63547577,-8.790654373,-3.452118835,-5.812854652,-7.266580658
2072,ssp370-lowNTCFCH4,-7.512752304,-5.687518311,-6.915264511,-9.156040649,-7.044510345,-6.02496418,-11.45734314,-8.869101715,-3.64030777,-6.209543877,-7.406968486
2073,ssp370-lowNTCFCH4,-7.504975662,-5.645013428,-6.681268692,-9.231586914,-6.926562958,-5.982982674,-11.44185928,-8.701334381,-3.489645538,-6.164813881,-7.295990116
2074,ssp370-lowNTCFCH4,-7.522918091,-5.746576118,-6.986622238,-9.367616348,-7.134597473,-6.091109505,-11.5991774,-9.063554382,-3.415958557,-6.235294228,-7.512445922
2075,ssp370-lowNTCFCH4,-7.703063354,-5.904916763,-7.048382187,-9.168373947,-7.081107788,-6.197207108,-12.12584976,-8.94100647,-3.481298981,-6.842446785,-7.559579112
2076,ssp370-lowNTCFCH4,-7.47648674,-5.971813774,-7.039481735,-9.36196907,-7.267279892,-6.114830055,-11.56333565,-9.221959686,-3.131405029,-6.619124107,-7.552071521
2077,ssp370-lowNTCFCH4,-7.694654236,-6.008044624,-7.352910233,-9.493814926,-7.414744644,-6.301353493,-11.98975357,-9.317398453,-3.408512268,-6.239891701,-7.690311198
2078,ssp370-lowNTCFCH4,-7.800312958,-5.865376472,-7.269588089,-9.604254608,-7.414382629,-6.198223724,-12.58354897,-9.072668457,-3.71606842,-7.05671566,-7.671777848
2079,ssp370-lowNTCFCH4,-7.330584488,-5.875632095,-7.365972519,-9.635021286,-7.392915039,-6.064180031,-11.83493256,-9.257040024,-3.156954346,-7.161858635,-7.625812779
2080,ssp370-lowNTCFCH4,-7.573657379,-5.84610939,-7.238337326,-9.531839066,-7.44763382,-6.083197441,-12.02115158,-9.292663956,-3.365365753,-6.746975212,-7.630559484
2081,ssp370-lowNTCFCH4,-7.696012268,-5.697150612,-7.439414597,-9.743707733,-7.302704315,-6.209163322,-12.39294876,-9.331656647,-3.780594025,-6.656656532,-7.69383018
2082,ssp370-lowNTCFCH4,-7.89497467,-5.807182121,-7.692079544,-9.73447464,-7.408034592,-6.289230194,-12.61543335,-9.364606476,-3.638714752,-6.705265694,-7.762863927
2083,ssp370-lowNTCFCH4,-7.833721313,-5.84836731,-7.719532394,-9.778755264,-7.579872589,-6.484141197,-12.69711594,-9.5497509,-3.513009033,-6.838841133,-7.877742389
2084,ssp370-lowNTCFCH4,-7.694246063,-5.88964386,-7.776344681,-9.604248886,-7.634400635,-6.281333199,-12.1881144,-9.498255539,-3.328183899,-7.195768242,-7.818426208
2085,ssp370-lowNTCFCH4,-7.74561554,-5.901732635,-7.870984268,-9.918724136,-7.738525467,-6.325862923,-12.64153084,-9.447476196,-3.122580872,-7.100805931,-7.924300199
2086,ssp370-lowNTCFCH4,-7.893124924,-5.775157738,-7.988402939,-9.900552826,-7.716751175,-6.329268494,-12.64802841,-9.751641083,-3.545625458,-7.043973045,-7.968700832
2087,ssp370-lowNTCFCH4,-7.826316223,-6.07443676,-7.932413864,-9.954730301,-7.661241226,-6.456259956,-12.52542633,-9.692115784,-3.462256012,-7.183642845,-8.035172533
2088,ssp370-lowNTCFCH4,-7.892459641,-6.046489334,-7.964191055,-10.15937508,-7.719570236,-6.53422226,-12.78749374,-9.808905029,-3.4176828,-6.938474541,-8.056272448
2089,ssp370-lowNTCFCH4,-8.0013517,-6.223243141,-8.075738144,-9.973759918,-7.668935471,-6.649399414,-13.02631973,-9.778467941,-3.325246582,-6.944766502,-8.096109782
2090,ssp370-lowNTCFCH4,-7.811219559,-6.222689247,-8.060346603,-10.21775978,-7.958825378,-6.414258804,-12.49250435,-10.04809608,-3.296888123,-7.362430077,-8.231239693
2091,ssp370-lowNTCFCH4,-7.772108994,-6.170316505,-7.922883224,-10.0554982,-7.7895047,-6.450588264,-12.84958862,-9.949453735,-3.511260376,-7.256922417,-8.218266283
2092,ssp370-lowNTCFCH4,-7.890439758,-6.221550941,-8.270938492,-10.14709175,-7.970257263,-6.313537445,-13.02120193,-9.954163361,-3.085096893,-7.519671135,-8.224399218
2093,ssp370-lowNTCFCH4,-7.916264496,-6.05287323,-8.173640823,-10.25544098,-7.830977707,-6.551232758,-12.96093391,-9.959147263,-3.272453461,-6.999364357,-8.136261962
2094,ssp370-lowNTCFCH4,-8.201635132,-6.330556488,-8.39636116,-10.23086937,-7.928150635,-6.65257019,-13.6332972,-9.986419678,-3.744649658,-7.709150581,-8.354193229
2095,ssp370-lowNTCFCH4,-7.838904724,-6.46101532,-8.454202652,-10.32955902,-8.012634354,-6.527694168,-13.17506813,-10.03067894,-3.362644348,-8.154297523,-8.385702902
2096,ssp370-lowNTCFCH4,-7.981728897,-6.220965958,-8.586640549,-10.20530174,-7.902290039,-6.65004982,-12.96650108,-10.04980812,-3.046476135,-7.264416771,-8.339830069
2097,ssp370-lowNTCFCH4,-8.231591568,-6.409983635,-8.814191818,-10.54128159,-8.365702515,-6.8093964,-13.58628906,-10.43341446,-3.07696701,-7.520348625,-8.556923733
2098,ssp370-lowNTCFCH4,-8.078736267,-6.503680611,-8.807950974,-10.51640099,-8.15995491,-6.67340683,-13.66202911,-10.45987434,-3.468968353,-8.113765602,-8.616770696
2099,ssp370-lowNTCFCH4,-8.034136734,-6.422741318,-8.768115616,-10.63535698,-8.083147888,-6.635181656,-13.47343811,-10.38498573,-3.241224823,-7.934086876,-8.55119864
2100,ssp370-lowNTCFCH4,-8.016691685,-6.686654615,-9.722800159,-11.24736557,-8.711367893,-6.405695629,-13.87721825,-10.77107258,-3.334702969,-8.608859301,-8.860887615
2015,ssp585,0.360438919,0.12718854,0.910117149,0.046241283,0.297498703,0.403642845,0.349550819,-0.325578403,1.280305195,1.234607744,0.242419193
2016,ssp585,0.271361923,-0.037974024,0.784452438,0.153296947,0.81434536,0.249994946,-0.052832985,-0.144814682,1.822120953,1.056525755,0.310973723
2017,ssp585,0.607371426,-0.069062376,1.121762276,0.191477776,0.504005432,0.542164516,0.548375702,-0.055854511,2.481031704,0.896566916,0.219379494
2018,ssp585,0.483773327,0.023784971,1.242733002,0.218152046,0.725217342,0.952647877,0.823046303,-0.133106899,3.462417889,1.362432051,0.348367458
2019,ssp585,0.720244503,0.19663558,1.412602425,0.303497791,0.586622238,0.843783569,1.020708656,-0.349403572,2.659071255,1.616920519,0.346412521
2020,ssp585,0.551028824,0.38164649,1.586309433,0.5504179,0.644146919,0.945999336,1.00905571,-0.385120583,2.768075275,1.684359121,0.447630192
2021,ssp585,0.958000755,0.537315226,1.965821266,0.721538544,1.015837193,1.131742191,1.253092384,0.098849106,4.222930241,1.416750956,0.612011969
2022,ssp585,1.49613533,-0.013223791,1.998684883,0.800208092,1.089360714,1.351303768,2.128271675,0.000306892,3.984353352,1.051228571,0.637483834
2023,ssp585,1.362355804,0.334703779,1.885754585,0.353600502,0.700847626,1.197810841,1.477687454,-0.215061855,4.01344614,2.370356607,0.684165357
2024,ssp585,0.936840153,0.419876909,2.019021988,0.638250828,0.827188015,1.053205681,0.992903328,-0.046891403,4.252235699,2.232875395,0.670550281
2025,ssp585,1.228339291,0.262110567,2.371769905,0.441644192,0.922168255,0.747315121,1.557361221,-0.182382298,4.933285046,1.661172915,0.556303376
2026,ssp585,1.605857468,0.09105525,2.467736244,0.462221622,1.073858738,0.933742237,2.313873863,-0.338103962,5.225926685,1.723108339,0.529357197
2027,ssp585,1.608975983,0.077068186,2.389807701,0.289366722,0.732532024,0.921805573,1.881852722,-0.640484524,4.966264057,1.729942369,0.442505918
2028,ssp585,1.278940773,0.226620054,2.113267899,0.166128635,0.855887413,0.829620552,1.200937843,-0.698619556,3.65893774,2.4548841,0.364510183
2029,ssp585,1.363612747,-0.15078845,2.250164032,-0.063739777,0.684916973,0.647786808,1.551429367,-0.687047672,4.419291782,2.394875097,0.319526138
2030,ssp585,1.471817589,-0.063289309,2.485844612,0.177556038,0.639679909,1.029072475,0.757901764,-0.767426682,4.353690434,1.746448088,0.325731555
2031,ssp585,1.64847908,-0.153954172,2.53627491,0.055552483,0.534602642,0.951594067,1.572800255,-0.938912582,5.149755764,2.170063543,0.285379121
2032,ssp585,1.76245079,0.067261076,2.892947197,0.322818756,0.618470669,1.088813496,1.87509594,-0.665349197,4.879754353,2.44476943,0.409679871
2033,ssp585,1.895443058,0.043969965,2.404859543,0.133110046,0.377167702,0.889702511,1.931757545,-0.723475647,5.144142437,2.7209373,0.456003442
2034,ssp585,2.334637737,-0.078627729,2.82668972,0.454074383,0.914571762,1.385888767,1.915670013,-0.326011372,5.179301548,1.994415331,0.613376711
2035,ssp585,2.79685936,-0.119860792,2.955686569,1.019292355,1.296420097,1.504419994,2.959060287,-0.569049549,5.140930462,2.228558588,0.612721348
2036,ssp585,2.49299202,0.478805399,2.987839699,0.977518559,0.975559711,1.407045078,2.408714867,-0.296619129,5.030072498,2.904788542,0.813434775
2037,ssp585,2.332757568,0.290061331,3.150620461,0.5178895,1.080888271,1.220556927,1.726683235,-0.346299839,5.232495594,3.251971292,0.627553231
2038,ssp585,2.297395325,0.213925219,3.318393707,0.917338371,1.219603062,1.449836922,1.898233986,-0.138430786,5.099609661,2.521035242,0.673894445
2039,ssp585,2.998397446,0.159349775,3.653623581,0.900510788,1.168647289,1.747522068,2.884862518,-0.248798084,6.506470966,2.525672483,0.8707892
2040,ssp585,2.875502205,0.634009695,3.480690002,1.003070354,1.188819408,1.517967892,2.670725441,-0.210814667,5.08883791,3.435067701,0.928255966
2041,ssp585,3.038286781,0.298636293,3.795575142,1.107458591,1.36798811,1.390795422,2.741850471,0.135338593,6.287194538,3.17357688,0.968525578
2042,ssp585,3.055114365,0.330149508,3.860502243,1.285129547,1.306018829,1.66518755,2.485642052,0.204706955,6.006105709,3.022814798,0.922226171
2043,ssp585,3.070965385,0.423423147,4.046295166,1.258741379,1.45297575,1.503233147,2.777752495,0.096112061,6.51748209,3.275566149,0.836153417
2044,ssp585,3.288914299,0.533836222,3.725534439,1.430435181,1.386221886,1.612610054,2.863539314,0.125116634,6.649376202,2.583814669,0.870695973
2045,ssp585,4.146263695,0.097979403,4.172904968,1.686724663,1.620557785,2.218715858,4.152553177,0.156207371,6.643089581,1.645939875,1.069101345
2046,ssp585,4.103829956,0.416354513,4.551948547,1.647561073,1.606569767,2.391474915,3.757149315,0.617672729,6.510368633,2.562693167,1.316586428
2047,ssp585,4.007702446,0.916634893,4.176009178,1.964663506,1.88800621,2.267379951,3.516047096,0.759482193,6.729050922,2.687693644,1.475000072
2048,ssp585,3.914411163,0.583015776,4.534745216,1.930327415,1.750088692,1.716192913,3.025995827,0.683955956,6.509834576,3.167129087,1.260074022
2049,ssp585,4.006223297,0.613706446,4.496394157,1.766539574,1.338228703,1.842755032,3.392593956,0.621225166,7.364043522,2.756433535,1.113812161
2050,ssp585,4.198073006,0.782983637,4.714235306,2.089327812,1.883345127,2.179697704,3.762237167,0.837755013,7.09985857,2.257413912,1.390770479
2051,ssp585,4.497901535,0.622148371,4.778196335,2.037715912,1.789051056,2.011209202,4.174281693,0.529019642,8.359869289,2.942107248,1.264216553
2052,ssp585,4.552742577,0.566477156,4.689557076,2.237915039,1.965642452,2.040224743,3.838125801,0.874309826,7.119117069,2.958970118,1.30579117
2053,ssp585,4.382235146,0.781032419,4.942753792,2.089426041,1.773330212,2.215655518,3.392029381,0.899533081,7.801191616,2.814391184,1.283095554
2054,ssp585,4.920799828,0.944767332,5.15351963,2.679310799,1.676671505,2.331645203,4.830219841,0.922357368,8.897199917,2.692384291,1.457332838
2055,ssp585,5.423638916,0.9133986,4.977280617,2.633276939,1.788602829,2.435114574,4.924094772,1.117158699,7.860812473,2.051614809,1.582976975
2056,ssp585,5.322727776,0.856595373,4.9366045,2.674150467,1.924608231,2.491104317,4.489645576,1.072183418,7.879641819,2.911016989,1.562113961
2057,ssp585,5.482827759,0.818503714,5.374278069,2.779102325,2.03217411,2.29330225,4.310268974,1.245352077,9.147423077,2.880826998,1.709973836
2058,ssp585,5.560999489,0.844128942,5.056861877,2.99576664,2.14715147,2.471369934,4.682967758,1.25925808,8.881605434,2.14469676,1.626277417
2059,ssp585,5.842458344,0.874307013,5.58223629,2.898571968,2.431952477,2.596092415,5.103317833,1.381386566,8.193984318,2.1456285,1.667194145
2060,ssp585,6.207679367,1.110751963,5.500974655,3.30714798,2.310330868,2.5086586,4.951469994,1.653190422,8.428564358,2.639063406,1.893937842
2061,ssp585,5.714946365,0.757755136,5.432015419,3.315519333,2.52318573,2.295373631,4.609317398,1.574803638,9.160212803,2.836526918,1.713676225
2062,ssp585,5.680774307,0.877410746,5.241592407,3.300889969,2.183833599,2.337219429,4.247311211,1.1956604,8.693349171,2.613641787,1.540456352
2063,ssp585,5.659379578,1.186592436,5.094950676,2.940767288,2.084323406,2.360288811,4.488599396,1.332376766,8.39993124,3.204172659,1.514513826
2064,ssp585,5.471507645,1.01511178,5.241481781,3.234016418,2.387282848,1.792682838,4.028652763,1.433009911,9.381383228,2.732906389,1.420467132
2065,ssp585,6.249591446,0.787188864,5.479512215,3.436220169,2.459321022,2.480061722,4.902453995,1.763984489,9.507692623,1.333155203,1.615606949
2066,ssp585,6.565443611,0.990958071,5.491264343,3.49746418,2.559084892,2.69994421,5.200619316,1.571782398,9.328337955,1.468682337,1.677447029
2067,ssp585,6.137843704,1.046148634,5.096505165,3.337789536,2.035562515,2.230633926,4.386249161,1.316052246,8.811487484,2.657015371,1.56104079
2068,ssp585,5.976038551,0.583142138,5.088576317,3.545418739,2.357269287,2.127623749,3.657469368,1.695546436,9.511570263,2.193938303,1.446956166
2069,ssp585,6.234510994,0.902289248,5.039806366,3.427238464,2.314536095,2.159034443,4.636066055,1.461547661,9.901653576,1.930580187,1.42953736
2070,ssp585,6.25763092,0.78210721,5.075799942,3.170735359,2.014845848,2.054038239,4.415756798,1.604213524,10.0089591,2.658486891,1.349368069
2071,ssp585,5.762695885,0.889090872,4.526452065,3.173651695,1.991732597,1.954412174,3.341893768,1.556314754,9.17835741,2.265470552,1.262129381
2072,ssp585,6.039029694,1.137077188,4.888028145,3.465333939,2.412981987,1.870706749,3.971969223,1.549607086,9.984363842,1.83923583,1.291116691
2073,ssp585,6.304400063,0.715405798,4.812951088,3.089286804,2.116212368,1.98791666,4.138991928,1.589473534,9.614815044,1.339780855,1.109149735
2074,ssp585,6.255830383,0.834009504,4.758083344,3.369179726,2.199696541,1.910239887,4.396031952,1.806044388,9.856366444,1.491787481,1.268308218
2075,ssp585,6.121167755,0.659485674,4.321265221,3.210478783,1.777826309,1.452367496,3.170489883,1.59077816,8.86759119,0.976759958,1.014861205
2076,ssp585,6.448485947,0.57636342,4.181443214,3.422837257,2.007162094,1.844774437,3.932256317,1.867461967,9.669233608,0.593508768,1.044362782
2077,ssp585,5.962452507,0.323563433,3.961572647,3.500058174,2.004196167,1.388272953,3.307048416,1.512162018,8.508518505,1.290329504,0.857452527
2078,ssp585,5.892352676,0.738140917,4.261059761,3.614845276,1.827376842,1.440017891,2.851631737,1.265776443,8.837428379,0.497695494,0.849394642
2079,ssp585,6.083342171,0.691062307,3.757565498,3.325279236,1.748913288,1.556410503,3.53461132,1.41564064,9.573375034,0.759633589,0.8415902
2080,ssp585,5.96002636,0.134629583,3.772530556,3.246733665,1.536296844,1.218320084,2.633786774,1.51103096,8.679765034,0.738211203,0.678145086
2081,ssp585,5.701308823,0.208261824,3.350881577,3.297842979,1.58726263,1.012092781,2.098203278,1.317703056,8.70198946,0.648949671,0.530955105
2082,ssp585,5.666968918,0.349626398,3.702408791,3.369983673,1.960279942,1.117427063,2.33140049,1.6737607,8.386201191,-0.50764842,0.482983058
2083,ssp585,6.140341377,0.062340117,3.998862267,3.621436119,1.917247295,1.163803291,3.479192352,1.653332043,9.052841473,-0.753323507,0.580151083
2084,ssp585,5.009107208,0.249149179,2.985982895,2.705579758,0.878409863,0.559869957,2.011590576,1.074243355,7.781380939,0.117087889,0.086417951
2085,ssp585,4.801869965,0.24174819,2.861253738,2.933707237,1.520818233,0.271760654,0.665320015,1.341287899,7.53071146,-0.157381487,0.070554845
2086,ssp585,5.076305008,-0.028850698,2.757892609,2.955667496,1.392515659,0.395644379,1.309469795,1.071591187,8.154767323,-1.308636141,-0.227657299
2087,ssp585,4.730539894,-0.033107901,2.354634285,2.608319283,0.946644306,0.28552742,1.386157608,0.647017765,7.615599918,-1.070707273,-0.33302761
2088,ssp585,4.545929527,-0.348982954,1.839471817,2.266611099,0.776790619,-0.271143246,0.157600975,0.625139999,7.441056538,-1.367601824,-0.454330887
2089,ssp585,4.31912384,-0.331254148,1.543499947,2.550442696,0.694205761,-0.342796612,0.630842781,0.499358463,6.48558073,-2.003071737,-0.676465335
2090,ssp585,4.583025551,-0.359375143,1.648490906,2.48445797,0.702665806,-0.243475246,0.453169441,0.607835579,6.235486317,-2.394081068,-0.682655966
2091,ssp585,4.161074257,-0.324892664,1.216510773,2.289312363,0.180899143,-0.788386631,-0.294292831,0.159781742,5.492835331,-1.522949171,-0.814687106
2092,ssp585,4.062675095,-0.454822206,1.291036606,2.292736053,0.698002815,-0.564514923,-0.101551437,0.590309429,5.897878933,-2.575447989,-0.798957018
2093,ssp585,3.844737625,-0.595144892,0.465360641,1.716879845,0.110350609,-1.11978941,-0.688355827,-0.282910061,5.195269871,-2.508742762,-1.267812408
2094,ssp585,3.347903824,-0.736190939,0.319901466,1.591148376,0.096161842,-0.996687698,-1.69162693,0.017787743,4.839496899,-3.617011976,-1.325641712
2095,ssp585,3.603818512,-0.781860971,0.08288765,1.637793541,-0.462169647,-1.152422237,-0.736978912,-0.390299511,4.500425625,-3.53992219,-1.55791197
2096,ssp585,3.113567924,-0.885844374,-0.469603539,1.74836731,-0.42447567,-1.41869669,-1.548328781,-0.416950417,3.849441814,-3.848854971,-1.811250428
2097,ssp585,2.564408875,-1.306758547,-0.872442245,1.513378143,-0.543957233,-1.696412373,-2.961878204,-0.525136185,2.825778294,-4.185434294,-1.951708154
2098,ssp585,2.903944588,-1.522719526,-1.116890907,1.182632446,-0.801314354,-2.113455105,-2.535520935,-1.035303307,3.111668873,-4.637278032,-2.246748436
2099,ssp585,2.255510902,-1.48331728,-1.634010315,1.007258415,-0.798371315,-2.165590572,-3.476729774,-1.178423595,1.810905743,-4.789622736,-2.368095105
2100,ssp585,1.94764576,-1.649161959,-2.00609684,1.043633461,-1.23716259,-2.595953274,-4.2780756,-1.395466042,1.023602772,-4.674163294,-2.671674488
